"","HGNC","HGNCGeneName","GeneID","Chromosome","StartBP","EndBP","WidthBP","CanonicalTranscript","ProteinTranscript","SYMBOL","chromosome_name","LowExpressionFlag"
"GeneID:10953","TOMM34","translocase of outer mitochondrial membrane 34","GeneID:10953","20",44942130,44960473,18344,"NM_006809","NP_006800","TOMM34","20",TRUE
"GeneID:84446","BRSK1","BR serine/threonine kinase 1","GeneID:84446","19",55284166,55312562,28397,"NM_032430","NP_115806","BRSK1","19",FALSE
"GeneID:101929604","LOC101929604","uncharacterized LOC101929604","GeneID:101929604","8",37597486,37599839,2354,"XR_247160","","LOC101929604",NA,TRUE
"GeneID:64919","BCL11B","B-cell CLL/lymphoma 11B (zinc finger protein)","GeneID:64919","14",99169287,99271713,102427,"NM_138576","NP_612808","BCL11B","14",FALSE
"GeneID:257169","C9orf43","chromosome 9 open reading frame 43","GeneID:257169","9",113410709,113429684,18976,"NM_001278630","NP_001265559","C9orf43","9",FALSE
"GeneID:100996598","LOC100996598","uncharacterized LOC100996598","GeneID:100996598","22",41369082,41370396,1315,"XM_003846308","XP_003846356","LOC100996598","22",TRUE
"GeneID:1241","LTB4R","leukotriene B4 receptor","GeneID:1241","14",24311499,24318036,6538,"NM_001143919","NP_001137391","LTB4R","14",TRUE
"GeneID:56271","BEX4","brain expressed, X-linked 4","GeneID:56271","X",103215092,103217200,2109,"NM_001127688","NP_001121160","BEX4","X",TRUE
"GeneID:148823","GCSAML","germinal center-associated, signaling and motility-like","GeneID:148823","1",247549045,247577690,28646,"NM_145278","NP_660321","GCSAML","1",TRUE
"GeneID:23022","PALLD","palladin, cytoskeletal associated protein","GeneID:23022","4",168497066,168928457,431392,"NM_001166108","NP_001159580","PALLD","4",TRUE
"GeneID:10095","ARPC1B","actin related protein 2/3 complex, subunit 1B, 41kDa","GeneID:10095","7",99374675,99394801,20127,"NM_005720","NP_005711","ARPC1B","7",FALSE
"GeneID:84681","HINT2","histidine triad nucleotide binding protein 2","GeneID:84681","9",35812960,35815045,2086,"NM_032593","NP_115982","HINT2","9",FALSE
"GeneID:89870","TRIM15","tripartite motif containing 15","GeneID:89870","6",30163206,30172696,9491,"NM_033229","NP_150232","TRIM15","6",TRUE
"GeneID:158131","OR1Q1","olfactory receptor, family 1, subfamily Q, member 1","GeneID:158131","9",122614738,122615682,945,"NM_012364","NP_036496","OR1Q1","9",FALSE
"GeneID:693211","MIR626","microRNA 626","GeneID:693211","15",41691585,41691678,94,"NR_030356","","MIR626","15",FALSE
"GeneID:100506655","LCMT1-AS2","LCMT1 antisense RNA 2","GeneID:100506655","16",25140571,25149032,8462,"NR_039998","","LCMT1-AS2","16",FALSE
"GeneID:50640","PNPLA8","patatin-like phospholipase domain containing 8","GeneID:50640","7",108470422,108526318,55897,"NM_001256008","NP_001242937","PNPLA8","7",TRUE
"GeneID:51069","MRPL2","mitochondrial ribosomal protein L2","GeneID:51069","6",43054029,43059504,5476,"NM_015950","NP_057034","MRPL2","6",TRUE
"GeneID:10730","YME1L1","YME1-like 1 ATPase","GeneID:10730","10",27110111,27154420,44310,"NM_014263","NP_055078","YME1L1","10",TRUE
"GeneID:406912","MIR125B2","microRNA 125b-2","GeneID:406912","21",16590237,16590325,89,"NR_029694","","MIR125B2","21",TRUE
"GeneID:406992","MIR210","","GeneID:406992","11",568089,568198,110,"NR_029623","","MIR210","11",TRUE
"GeneID:2592","GALT","galactose-1-phosphate uridylyltransferase","GeneID:2592","9",34646589,34650598,4010,"NM_000155","NP_000146","GALT","9",FALSE
"GeneID:677775","SCARNA5","small Cajal body-specific RNA 5","GeneID:677775","2",233275726,233276003,278,"NR_003008","","SCARNA5","2",TRUE
"GeneID:101927746","LOC101927746","uncharacterized LOC101927746","GeneID:101927746","7",101308340,101321149,12810,"NR_110115","","LOC101927746","7",TRUE
"GeneID:1820","ARID3A","AT rich interactive domain 3A (BRIGHT-like)","GeneID:1820","19",926037,972816,46780,"NM_005224","NP_005215","ARID3A","19",TRUE
"GeneID:101929818","LOC101929818","putative killer cell immunoglobulin-like receptor-like protein KIR3DX1-like","GeneID:101929818","19",54521127,54522467,1341,"XM_005278310","XP_005278367","LOC101929818",NA,FALSE
"GeneID:94115","CGB8","chorionic gonadotropin, beta polypeptide 8","GeneID:94115","19",49047638,49049111,1474,"NM_033183","NP_149439","CGB8","19",TRUE
"GeneID:25959","KANK2","KN motif and ankyrin repeat domains 2","GeneID:25959","19",11164267,11197567,33301,"NM_001136191","NP_001129663","KANK2","19",TRUE
"GeneID:140459","ASB6","ankyrin repeat and SOCS box containing 6","GeneID:140459","9",129634604,129642169,7566,"NM_017873","NP_060343","ASB6","9",TRUE
"GeneID:6618","SNAPC2","small nuclear RNA activating complex, polypeptide 2, 45kDa","GeneID:6618","19",7920309,7923251,2943,"NM_003083","NP_003074","SNAPC2","19",TRUE
"GeneID:51264","MRPL27","mitochondrial ribosomal protein L27","GeneID:51264","17",50367867,50373201,5335,"NM_016504","NP_057588","MRPL27","17",TRUE
"GeneID:127254","ERICH3","glutamate-rich 3","GeneID:127254","1",74568111,74673738,105628,"NM_001002912","NP_001002912","ERICH3","1",FALSE
"GeneID:139604","MAGEB16","melanoma antigen family B, 16","GeneID:139604","X",35798342,35803735,5394,"NM_001099921","NP_001093391","MAGEB16","X",TRUE
"GeneID:101929459","LOC101929459","uncharacterized LOC101929459","GeneID:101929459","1",205233777,205237316,3540,"XR_425050","","LOC101929459","1",FALSE
"GeneID:57539","WDR35","WD repeat domain 35","GeneID:57539","2",19910263,19990123,79861,"NM_001006657","NP_001006658","WDR35","2",TRUE
"GeneID:10008","KCNE3","potassium voltage-gated channel, Isk-related family, member 3","GeneID:10008","11",74454841,74467555,12715,"NM_005472","NP_005463","KCNE3","11",TRUE
"GeneID:80726","KIAA1683","KIAA1683","GeneID:80726","19",18257096,18274509,17414,"NM_001145304","NP_001138776","KIAA1683","19",FALSE
"GeneID:51081","MRPS7","mitochondrial ribosomal protein S7","GeneID:51081","17",75261668,75266376,4709,"NM_015971","NP_057055","MRPS7","17",TRUE
"GeneID:91746","YTHDC1","YTH domain containing 1","GeneID:91746","4",68310387,68350106,39720,"NM_001031732","NP_001026902","YTHDC1","4",FALSE
"GeneID:448835","LCE6A","late cornified envelope 6A","GeneID:448835","1",152842854,152843983,1130,"NM_001128600","NP_001122072","LCE6A","1",FALSE
"GeneID:241","ALOX5AP","arachidonate 5-lipoxygenase-activating protein","GeneID:241","13",30713478,30764428,50951,"NM_001204406","NP_001191335","ALOX5AP","13",FALSE
"GeneID:7832","BTG2","BTG family, member 2","GeneID:7832","1",203305536,203309602,4067,"NM_006763","NP_006754","BTG2","1",TRUE
"GeneID:10437","IFI30","interferon, gamma-inducible protein 30","GeneID:10437","19",18173780,18178124,4345,"NM_006332","NP_006323","IFI30","19",FALSE
"GeneID:80270","HSD3B7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","GeneID:80270","16",30985198,30989152,3955,"NM_025193","NP_079469","HSD3B7","16",TRUE
"GeneID:102724273","LOC102724273","uncharacterized LOC102724273","GeneID:102724273","19",54146668,54150215,3548,"XR_430258","","LOC102724273","19",FALSE
"GeneID:220","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","GeneID:220","15",100879804,100916626,36823,"NM_000693","NP_000684","ALDH1A3","15",FALSE
"GeneID:52","ACP1","acid phosphatase 1, soluble","GeneID:52","2",264869,278283,13415,"NM_004300","NP_004291","ACP1","2",FALSE
"GeneID:7745","ZKSCAN8","zinc finger with KRAB and SCAN domains 8","GeneID:7745","6",28141910,28159472,17563,"NM_006298","NP_006289","ZKSCAN8","6",TRUE
"GeneID:27035","NOX1","NADPH oxidase 1","GeneID:27035","X",100843324,100874345,31022,"NM_007052","NP_008983","NOX1","X",FALSE
"GeneID:261734","NPHP4","nephronophthisis 4","GeneID:261734","1",5862810,5992473,129664,"NM_015102","NP_055917","NPHP4","1",TRUE
"GeneID:100500818","MIR3945","microRNA 3945","GeneID:100500818","4",184851013,184851110,98,"NR_037510","","MIR3945","4",FALSE
"GeneID:102723901","LOC102723901","chromosome alignment-maintaining phosphoprotein 1-like","GeneID:102723901","4",5811524,5829005,17482,"XM_006713936","XP_006713999","LOC102723901",NA,TRUE
"GeneID:57761","TRIB3","tribbles pseudokinase 3","GeneID:57761","20",380664,397559,16896,"NM_021158","NP_066981","TRIB3","20",FALSE
"GeneID:101929698","LOC101929698","uncharacterized LOC101929698","GeneID:101929698","20",32509897,32520285,10389,"XR_244164","","LOC101929698","20",TRUE
"GeneID:728192","LINC00460","long intergenic non-protein coding RNA 460","GeneID:728192","13",106376563,106377792,1230,"NR_034119","","LINC00460","13",FALSE
"GeneID:131","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","GeneID:131","4",99412261,99435134,22874,"NM_001166504","NP_001159976","ADH7","4",TRUE
"GeneID:102724552","LOC102724552","uncharacterized LOC102724552","GeneID:102724552","1",8424794,8433543,8750,"XR_426650","","LOC102724552","1",FALSE
"GeneID:356","FASLG","Fas ligand (TNF superfamily, member 6)","GeneID:356","1",172659045,172666873,7829,"NM_000639","NP_000630","FASLG","1",FALSE
"GeneID:101928458","LOC101928458","uncharacterized LOC101928458","GeneID:101928458","3",44003625,44111651,108027,"XR_431584","","LOC101928458",NA,FALSE
"GeneID:2576","GAGE4","G antigen 4","GeneID:2576","X",49322071,49329384,7314,"NM_001474","NP_001465","GAGE4","X",FALSE
"GeneID:84651","SPINK7","serine peptidase inhibitor, Kazal type 7 (putative)","GeneID:84651","5",148312427,148315919,3493,"NM_032566","NP_115955","SPINK7","5",FALSE
"GeneID:3423","IDS","iduronate 2-sulfatase","GeneID:3423","X",149478764,149505354,26591,"NM_000202","NP_000193","IDS","X",TRUE
"GeneID:5810","RAD1","RAD1 checkpoint DNA exonuclease","GeneID:5810","5",34905260,34915675,10416,"NM_002853","NP_002844","RAD1","5",TRUE
"GeneID:9302","SNORD26","small nucleolar RNA, C/D box 26","GeneID:9302","11",62855292,62855366,75,"NR_002564","","SNORD26","11",TRUE
"GeneID:285847","LOC285847","uncharacterized LOC285847","GeneID:285847","6",35726762,35736947,10186,"NR_027117","","LOC285847","6",TRUE
"GeneID:9166","EBAG9","estrogen receptor binding site associated, antigen, 9","GeneID:9166","8",109540626,109565996,25371,"NM_001278938","NP_001265867","EBAG9","8",FALSE
"GeneID:101927628","LOC101927628","uncharacterized LOC101927628","GeneID:101927628","15",101756043,101762341,6299,"XM_005255006","XP_005255063","LOC101927628",NA,TRUE
"GeneID:1499","CTNNB1","catenin (cadherin-associated protein), beta 1, 88kDa","GeneID:1499","3",41199451,41240448,40998,"NM_001904","NP_001895","CTNNB1","3",TRUE
"GeneID:6098","ROS1","ROS proto-oncogene 1 , receptor tyrosine kinase","GeneID:6098","6",117288367,117425855,137489,"NM_002944","NP_002935","ROS1","6",TRUE
"GeneID:83858","ATAD3B","ATPase family, AAA domain containing 3B","GeneID:83858","1",1471784,1496202,24419,"NM_031921","NP_114127","ATAD3B","1",FALSE
"GeneID:100303749","LOC100303749","LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) pseudogene","GeneID:100303749","5",65944805,65945573,769,"NR_028474","","LOC100303749","5",TRUE
"GeneID:4608","MYBPH","myosin binding protein H","GeneID:4608","1",203167811,203175814,8004,"NM_004997","NP_004988","MYBPH","1",FALSE
"GeneID:101928374","LOC101928374","uncharacterized LOC101928374","GeneID:101928374","2",217985545,217992625,7081,"XR_425531","","LOC101928374",NA,FALSE
"GeneID:101060602","LOC101060602","multidrug and toxin extrusion protein 2-like","GeneID:101060602","17",19591752,19630879,39128,"XM_006726714","XP_006726777","LOC101060602",NA,FALSE
"GeneID:101927281","LOC101927281","uncharacterized LOC101927281","GeneID:101927281","9",73362855,73366375,3521,"XR_428552","","LOC101927281","9",TRUE
"GeneID:149069","DCDC2B","doublecortin domain containing 2B","GeneID:149069","1",32209094,32216196,7103,"NM_001099434","NP_001092904","DCDC2B","1",TRUE
"GeneID:102060414","C2-AS1","C2 antisense RNA 1","GeneID:102060414","6",31934474,31941724,7251,"NR_104191","","C2-AS1","6",TRUE
"GeneID:51308","REEP2","receptor accessory protein 2","GeneID:51308","5",138439001,138446969,7969,"NM_001271803","NP_001258732","REEP2","5",TRUE
"GeneID:9681","DEPDC5","DEP domain containing 5","GeneID:9681","22",31754023,31907034,153012,"NM_001242896","NP_001229825","DEPDC5","22",TRUE
"GeneID:115950","ZNF653","zinc finger protein 653","GeneID:115950","19",11483427,11505923,22497,"NM_138783","NP_620138","ZNF653","19",TRUE
"GeneID:113246","C12orf57","chromosome 12 open reading frame 57","GeneID:113246","12",6944040,6946002,1963,"NM_138425","NP_612434","C12orf57","12",TRUE
"GeneID:401634","GOLGA2P3Y","golgin A2 pseudogene 3, Y-linked","GeneID:401634","Y",24209967,24214831,4865,"NR_002195","","GOLGA2P3Y","Y",FALSE
"GeneID:158506","ZNF645","zinc finger protein 645","GeneID:158506","X",22272913,22274461,1549,"NM_152577","NP_689790","ZNF645","X",FALSE
"GeneID:4553","TRNA","tRNA-Ala","GeneID:4553","MT",5587,5655,69,"NC_010339-12","","TRNA","MT",FALSE
"GeneID:9050","PSTPIP2","proline-serine-threonine phosphatase interacting protein 2","GeneID:9050","18",45983536,46072284,88749,"NM_024430","NP_077748","PSTPIP2","18",TRUE
"GeneID:7730","ZNF177","zinc finger protein 177","GeneID:7730","19",9376316,9382617,6302,"NM_001172651","NP_001166122","ZNF177","19",TRUE
"GeneID:115811","IQCD","IQ motif containing D","GeneID:115811","12",113195441,113221094,25654,"NM_138451","NP_612460","IQCD","12",FALSE
"GeneID:102724141","LOC102724141","uncharacterized LOC102724141","GeneID:102724141","2",6849389,6877559,28171,"XM_006710126","XP_006710189","LOC102724141",NA,TRUE
"GeneID:10999","SLC27A4","solute carrier family 27 (fatty acid transporter), member 4","GeneID:10999","9",128340560,128361470,20911,"NM_005094","NP_005085","SLC27A4","9",FALSE
"GeneID:9784","SNX17","sorting nexin 17","GeneID:9784","2",27370496,27377533,7038,"NM_014748","NP_055563","SNX17","2",TRUE
"GeneID:100132247","NPIPB5","nuclear pore complex interacting protein family, member B5","GeneID:100132247","16",22513523,22536521,22999,"NM_001135865","NP_001129337","NPIPB5","16",FALSE
"GeneID:102725055","LOC102725055","uncharacterized LOC102725055","GeneID:102725055","1",16686653,16691127,4475,"XR_431140","","LOC102725055",NA,TRUE
"GeneID:440672","NUDT4P1","nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1","GeneID:440672","1",148748600,148752401,3802,"NR_002212","","NUDT4P1","1",TRUE
"GeneID:101927187","LOC101927187","uncharacterized LOC101927187","GeneID:101927187","2",241687799,241694195,6397,"XR_241443","","LOC101927187",NA,FALSE
"GeneID:101060458","LOC101060458","peptidyl-prolyl cis-trans isomerase A-like","GeneID:101060458","13",52820476,52821018,543,"XM_003960530","XP_003960579","LOC101060458","13",TRUE
"GeneID:100289650","LOC100289650","uncharacterized LOC100289650","GeneID:100289650","19",42821863,42826878,5016,"NR_036584","","LOC100289650","19",TRUE
"GeneID:102725180","LOC102725180","uncharacterized LOC102725180","GeneID:102725180","19",1170082,1174713,4632,"XR_433535","","LOC102725180","19",FALSE
"GeneID:340286","FAM183B","acyloxyacyl hydrolase (neutrophil)","GeneID:340286","7",38685346,38687089,1744,"NR_028347","","FAM183B","7",TRUE
"GeneID:100306951","PITPNA-AS1","PITPNA antisense RNA 1","GeneID:100306951","17",1516919,1518096,1178,"NR_028514","","PITPNA-AS1","17",TRUE
"GeneID:54769","DIRAS2","DIRAS family, GTP-binding RAS-like 2","GeneID:54769","9",90609832,90642826,32995,"NM_017594","NP_060064","DIRAS2","9",TRUE
"GeneID:7436","VLDLR","very low density lipoprotein receptor","GeneID:7436","9",2621793,2654485,32693,"NM_003383","NP_003374","VLDLR","9",FALSE
"GeneID:55178","RNMTL1","RNA methyltransferase like 1","GeneID:55178","17",782273,792501,10229,"NM_018146","NP_060616","RNMTL1","17",TRUE
"GeneID:158228","FAM201A","family with sequence similarity 201, member A","GeneID:158228","9",38621088,38623284,2197,"NR_027294","","FAM201A","9",TRUE
"GeneID:100616254","MIR548AH","microRNA 548ah","GeneID:100616254","4",76575551,76575626,76,"NR_039655","","MIR548AH","4",FALSE
"GeneID:186","AGTR2","angiotensin II receptor, type 2","GeneID:186","X",116170705,116174972,4268,"NM_000686","NP_000677","AGTR2","X",TRUE
"GeneID:101927168","LOC101927168","uncharacterized LOC101927168","GeneID:101927168","18",6728929,6729862,934,"XR_243823","","LOC101927168","18",TRUE
"GeneID:100288778","LOC100288778","","GeneID:100288778","12",14477,17756,3280,"NR_028269","","LOC100288778","12",FALSE
"GeneID:101927080","LOC101927080","uncharacterized LOC101927080","GeneID:101927080","16",47312289,47312740,452,"XR_243437","","LOC101927080","16",TRUE
"GeneID:126549","ANKLE1","ankyrin repeat and LEM domain containing 1","GeneID:126549","19",17281645,17287646,6002,"NM_152363","NP_689576","ANKLE1","19",TRUE
"GeneID:102723768","LOC102723768","uncharacterized LOC102723768","GeneID:102723768","5",42314897,42374311,59415,"XR_427697","","LOC102723768",NA,FALSE
"GeneID:27143","PALD1","phosphatase domain containing, paladin 1","GeneID:27143","10",70478808,70568450,89643,"NM_014431","NP_055246","PALD1","10",FALSE
"GeneID:3274","HRH2","histamine receptor H2","GeneID:3274","5",175658037,175686242,28206,"NM_001131055","NP_001124527","HRH2","5",FALSE
"GeneID:221188","GPR114","G protein-coupled receptor 114","GeneID:221188","16",57542689,57577189,34501,"NM_153837","NP_722579","GPR114","16",TRUE
"GeneID:54587","MXRA8","matrix-remodelling associated 8","GeneID:54587","1",1352689,1358547,5859,"NM_001282585","NP_001269514","MXRA8","1",FALSE
"GeneID:114548","NLRP3","NLR family, pyrin domain containing 3","GeneID:114548","1",247416156,247449108,32953,"NM_001079821","NP_001073289","NLRP3","1",TRUE
"GeneID:101930228","LOC101930228","uncharacterized LOC101930228","GeneID:101930228","7",94311115,94329750,18636,"XR_250234","","LOC101930228",NA,TRUE
"GeneID:89858","SIGLEC12","sialic acid binding Ig-like lectin 12 (gene/pseudogene)","GeneID:89858","19",51491227,51501789,10563,"NM_053003","NP_443729","SIGLEC12","19",FALSE
"GeneID:100033800","SNORD115-23","small nucleolar RNA, C/D box 115-23","GeneID:100033800","15",25211796,25211877,82,"NR_003315","","SNORD115-23","15",FALSE
"GeneID:80775","TMEM177","transmembrane protein 177","GeneID:80775","2",119679167,119682118,2952,"NM_001105199","NP_001098669","TMEM177","2",FALSE
"GeneID:64493","LINC00235","long intergenic non-protein coding RNA 235","GeneID:64493","16",526847,527407,561,"NR_024121","","LINC00235","16",FALSE
"GeneID:11227","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5","GeneID:11227","2",157257828,157311401,53574,"NM_014568","NP_055383","GALNT5","2",FALSE
"GeneID:54910","SEMA4C","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","GeneID:54910","2",96859736,96869998,10263,"NM_017789","NP_060259","SEMA4C","2",TRUE
"GeneID:101927501","LOC101927501","uncharacterized LOC101927501","GeneID:101927501","X",43176994,43226598,49605,"NR_110387","","LOC101927501","X",FALSE
"GeneID:102723641","HID1-AS1","HID1 antisense RNA 1","GeneID:102723641","17",74970631,74975728,5098,"XR_430016","","HID1-AS1","17",FALSE
